series_id,state_id,store_id,cat_id,dept_id,item_id,forecast,safety_stock,order_up_to,stockout_risk,service_level,week_start
item:item_id=FOODS_1_001|store_id=CA_1,CA,CA_1,FOODS,FOODS_1,FOODS_1_001,6.410002826089493,12.484061851110049,18.89406467719954,0.04999077566415222,0.95,2016-05-23
item:item_id=FOODS_1_001|store_id=CA_2,CA,CA_2,FOODS,FOODS_1,FOODS_1_001,6.695648978315834,10.923554119721292,17.619203098037126,0.04999077566415222,0.95,2016-05-23
item:item_id=FOODS_1_001|store_id=CA_3,CA,CA_3,FOODS,FOODS_1,FOODS_1_001,6.362332662253182,11.36941347154665,17.73174613379983,0.04999077566415222,0.95,2016-05-23
item:item_id=FOODS_1_001|store_id=CA_4,CA,CA_4,FOODS,FOODS_1,FOODS_1_001,2.608920560808268,3.3439451386901915,5.95286569949846,0.04999077566415222,0.95,2016-05-23
item:item_id=FOODS_1_002|store_id=CA_1,CA,CA_1,FOODS,FOODS_1,FOODS_1_002,3.0692223635289135,7.133749629205742,10.202971992734655,0.04999077566415222,0.95,2016-05-23
item:item_id=FOODS_1_002|store_id=CA_2,CA,CA_2,FOODS,FOODS_1,FOODS_1_002,4.508876508707378,9.363046388332537,13.871922897039916,0.04999077566415222,0.95,2016-05-23
item:item_id=FOODS_1_002|store_id=CA_3,CA,CA_3,FOODS,FOODS_1,FOODS_1_002,3.4961110398845925,7.356679305118421,10.852790345003013,0.04999077566415222,0.95,2016-05-23
item:item_id=FOODS_1_002|store_id=CA_4,CA,CA_4,FOODS,FOODS_1,FOODS_1_002,1.8640556261215941,2.675156110952153,4.539211737073748,0.04999077566415222,0.95,2016-05-23
item:item_id=FOODS_1_003|store_id=CA_1,CA,CA_1,FOODS,FOODS_1,FOODS_1_003,5.477833466592908,9.363046388332537,14.840879854925443,0.04999077566415222,0.95,2016-05-23
item:item_id=FOODS_1_003|store_id=CA_2,CA,CA_2,FOODS,FOODS_1,FOODS_1_003,7.303030083929243,15.828006989800238,23.13103707372948,0.04999077566415222,0.95,2016-05-23
item:item_id=FOODS_1_003|store_id=CA_3,CA,CA_3,FOODS,FOODS_1,FOODS_1_003,6.352584232552806,12.706991527022728,19.059575759575534,0.04999077566415222,0.95,2016-05-23
item:item_id=FOODS_1_003|store_id=CA_4,CA,CA_4,FOODS,FOODS_1,FOODS_1_003,2.4621974797077937,4.235663842340909,6.697861322048702,0.04999077566415222,0.95,2016-05-23
item:item_id=FOODS_1_004|store_id=CA_1,CA,CA_1,FOODS,FOODS_1,FOODS_1_004,29.3413307646254,21.178319211704544,50.519649976329944,0.04999077566415222,0.95,2016-05-23
item:item_id=FOODS_1_004|store_id=CA_2,CA,CA_2,FOODS,FOODS_1,FOODS_1_004,28.69745824076166,43.02542745114713,71.72288569190879,0.04999077566415222,0.95,2016-05-23
item:item_id=FOODS_1_004|store_id=CA_3,CA,CA_3,FOODS,FOODS_1,FOODS_1_004,48.1235094206864,42.35663842340909,90.48014784409548,0.04999077566415222,0.95,2016-05-23
